0922最后一次登陆前的等级,角色id,churn,角色,0922最后一次登陆后的等级,0922最后一次登陆升了多少等级,2日充值总值,战力,天书炼魔阵次数,仙门试炼次数,仙门试炼最高级,天书护送李英琼次数,天书保护苦行头陀次数,天书血魔幻境次数,天书圣焰战场次数,天书蟠桃园次数,banggong,isparty,首次炼魔阵等级,ispvp,isforge,Forge_time,Forge_success_rate,法宝修炼次数,融合法宝次数,玩家地区,kill_time,death_time,duanzao+1,duanzao+2,duanzao+3,duanzao+4,duanzao+5,duanzao+6,duanzao+7,duanzao+8,duanzao+9,duanzao+10,duanzao+11,duanzao+12,duanzao+13,whether_have_any_duanzao_+5
18,8102028183013031937,1,仙禽,23,5,0.0,12160.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,8102028183016112128,1,百花,26,9,0.0,12000.0,1,0,0,0,0,0,0,0,0.0,1,25.0,0.0,0.0,0.0,0.0,6.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,8102028183022206976,1,峨嵋,36,0,0.0,42296.0,0,10,10,0,0,1,0,0,500.0,1,0.0,0.0,1.0,41.0,100.0,36.0,0.0,菲律宾,0.0,0.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
3,8102028183026204672,1,百花,3,0,0.0,1268.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,8102028183027056640,1,百花,37,0,0.0,44452.0,1,0,0,0,0,0,0,0,0.0,0,36.0,0.0,1.0,27.0,70.0,46.0,2.0,菲律宾,0.0,1.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
4,8102028183028727808,1,仙禽,5,1,0.0,1280.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8102028183031349248,1,青城,5,0,0.0,2093.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,8102028183037902848,0,青城,35,0,0.0,34420.0,0,9,9,0,0,1,0,0,0.0,0,0.0,0.0,1.0,11.0,85.0,50.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,8102028180818952192,0,仙禽,45,0,600.0,113108.0,2,77,33,4,5,4,6,2,0.0,0,37.0,1.0,1.0,113.0,72.0,75.0,14.0,菲律宾,91.0,71.0,1,0,0,3,5,4,1,2,0,0,0,0,0,1
41,8102028180820295680,0,仙禽,41,0,0.0,58860.0,1,22,20,2,2,2,2,1,0.0,0,34.0,1.0,1.0,61.0,30.0,24.0,2.0,菲律宾,10.0,7.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
45,8102028180821114882,0,仙禽,45,0,120.0,103683.0,2,33,30,2,2,2,18,2,0.0,0,37.0,1.0,1.0,94.0,32.0,32.0,11.0,菲律宾,188.0,96.0,1,0,0,4,3,1,1,2,0,0,0,0,0,1
44,8102028180821278720,0,仙禽,44,0,60.0,67400.0,2,51,26,3,3,4,1,2,0.0,0,37.0,1.0,1.0,75.0,74.0,25.0,3.0,菲律宾,5.0,21.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
43,8102028180823244802,0,仙禽,43,0,60.0,79019.0,1,26,24,1,2,1,2,1,310.0,1,36.0,1.0,1.0,73.0,70.0,46.0,9.0,菲律宾,25.0,13.0,1,0,0,4,5,1,1,2,0,0,0,0,0,1
45,8102028180825636864,0,武尊,45,0,60.0,79053.0,1,36,26,3,3,1,2,2,0.0,0,37.0,1.0,1.0,84.0,80.0,34.0,8.0,菲律宾,9.0,24.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
42,8102028180827832320,1,青城,42,0,0.0,54477.0,1,15,15,1,1,1,1,1,450.0,1,30.0,1.0,1.0,28.0,70.0,51.0,3.0,菲律宾,5.0,13.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
45,8102028180829962240,0,百花,45,0,60.0,78553.0,1,26,23,2,2,2,2,1,0.0,0,35.0,1.0,1.0,71.0,68.0,40.0,10.0,菲律宾,20.0,15.0,1,0,0,4,3,1,1,2,0,0,0,0,0,1
37,8102028180833206272,0,百花,37,0,0.0,30459.0,0,17,16,0,2,2,0,0,0.0,0,0.0,0.0,1.0,3.0,100.0,19.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
19,8102028180858241024,0,青城,24,5,0.0,10236.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,8102028180860141568,0,仙禽,27,0,0.0,14762.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,8102028180874428416,0,武尊,43,1,1020.0,102464.0,2,35,33,3,2,2,2,2,0.0,0,36.0,1.0,1.0,101.0,72.0,32.0,11.0,菲律宾,17.0,26.0,1,0,0,4,5,1,1,2,0,0,0,0,0,1
41,8102028180876623872,0,百花,42,1,0.0,77930.0,2,29,26,0,0,2,6,2,0.0,0,38.0,1.0,1.0,66.0,82.0,35.0,15.0,菲律宾,22.0,31.0,1,0,0,3,4,1,1,2,0,0,0,0,0,1
45,8102028180878688256,1,武尊,45,0,60.0,83483.0,2,35,30,2,2,2,6,2,0.0,0,36.0,1.0,1.0,82.0,70.0,37.0,17.0,菲律宾,40.0,63.0,1,0,0,3,5,3,2,2,0,0,0,0,0,1
45,8102028180886913024,0,峨嵋,45,0,0.0,81647.0,2,53,25,2,2,1,5,2,4015.0,1,36.0,1.0,1.0,74.0,84.0,48.0,5.0,菲律宾,14.0,25.0,0,0,0,3,1,0,1,2,0,0,0,0,0,1
45,8102028180888518656,0,仙禽,45,0,0.0,92271.0,2,54,26,2,2,2,28,2,0.0,0,35.0,1.0,1.0,121.0,100.0,27.0,5.0,菲律宾,372.0,201.0,1,0,0,3,6,4,1,2,0,0,0,0,0,1
45,8102028180893761537,0,仙禽,45,0,120.0,106007.0,2,37,33,2,2,2,4,2,0.0,0,36.0,1.0,1.0,134.0,85.0,53.0,33.0,菲律宾,75.0,28.0,0,0,2,9,2,5,2,2,0,0,0,0,0,1
45,8102028180899561472,0,仙禽,45,0,0.0,78254.0,2,33,26,2,2,2,30,2,0.0,0,36.0,1.0,1.0,88.0,30.0,53.0,13.0,菲律宾,224.0,116.0,1,0,0,3,1,0,1,2,0,0,0,0,0,1
45,8102028180905459712,0,仙禽,45,0,360.0,103313.0,2,69,36,2,2,2,17,2,0.0,0,36.0,1.0,1.0,152.0,32.0,34.0,9.0,菲律宾,255.0,59.0,0,0,2,8,4,5,4,2,0,0,0,0,0,1
44,8102028180914438144,0,仙禽,44,0,60.0,71002.0,2,53,23,3,3,3,4,2,1335.0,1,36.0,1.0,1.0,137.0,68.0,77.0,15.0,菲律宾,13.0,20.0,1,0,2,8,6,5,3,2,0,0,0,0,0,1
44,8102028180942815232,0,百花,45,1,0.0,82233.0,2,49,27,2,2,2,4,1,0.0,0,37.0,1.0,1.0,78.0,72.0,34.0,16.0,菲律宾,10.0,25.0,1,0,0,3,3,1,1,2,0,0,0,0,0,1
43,8102028180943863808,0,峨嵋,44,1,0.0,73556.0,2,33,26,1,2,2,3,1,0.0,0,39.0,1.0,1.0,78.0,82.0,31.0,15.0,菲律宾,10.0,18.0,1,0,0,4,5,1,1,2,0,0,0,0,0,1
43,8102028180956446722,0,武尊,43,0,60.0,64568.0,1,27,26,2,2,2,2,1,955.0,1,39.0,1.0,1.0,95.0,50.0,72.0,3.0,菲律宾,7.0,18.0,1,0,0,4,5,1,1,2,0,0,0,0,0,1
43,8102028180989706240,0,百花,43,0,0.0,78602.0,2,42,26,2,2,2,2,2,0.0,0,25.0,1.0,1.0,61.0,50.0,92.0,19.0,菲律宾,4.0,14.0,1,0,0,4,4,1,1,2,0,0,0,0,0,1
44,8102028181000323072,0,武尊,44,0,0.0,68980.0,2,54,26,2,2,2,3,2,0.0,0,28.0,1.0,1.0,75.0,72.0,83.0,15.0,菲律宾,12.0,32.0,1,0,0,4,3,1,1,2,0,0,0,0,0,1
45,8102028181000486913,0,仙禽,45,0,480.0,104176.0,2,32,29,2,2,2,12,1,0.0,0,36.0,1.0,1.0,119.0,68.0,58.0,6.0,菲律宾,135.0,110.0,1,0,0,3,3,0,1,2,0,0,0,0,0,1
7,8102028181005238272,1,武尊,17,10,0.0,8779.0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,30.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,8102028181025652736,0,百花,39,0,0.0,49964.0,1,21,20,1,1,1,1,1,0.0,0,31.0,1.0,1.0,65.0,50.0,30.0,12.0,菲律宾,7.0,5.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
31,8102028181031747584,1,峨嵋,32,1,0.0,22114.0,0,0,0,0,0,0,0,0,970.0,1,0.0,0.0,0.0,0.0,0.0,42.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,8102028181052456961,1,青城,35,0,0.0,31308.0,0,0,0,1,1,0,0,0,300.0,1,0.0,0.0,1.0,13.0,64.0,33.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
35,8102028181078016002,0,百花,35,0,0.0,30085.0,0,0,0,0,0,0,0,0,670.0,1,0.0,0.0,1.0,7.0,100.0,9.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
38,8102028181089255424,0,仙禽,39,1,0.0,39722.0,2,18,17,0,0,1,0,0,900.0,1,28.0,0.0,1.0,26.0,87.0,60.0,2.0,菲律宾,2.0,2.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
36,8102028181114388480,1,青城,36,0,0.0,22997.0,0,8,8,0,0,0,0,0,600.0,1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8102028181131329536,0,青城,45,2,120.0,89594.0,2,57,27,1,2,2,4,2,960.0,1,35.0,1.0,1.0,114.0,100.0,35.0,10.0,菲律宾,32.0,32.0,0,0,0,5,3,3,2,2,0,0,0,0,0,1
28,8102028181220261888,0,青城,35,7,0.0,31390.0,0,0,0,0,0,0,0,0,300.0,1,0.0,0.0,1.0,16.0,64.0,23.0,0.0,菲律宾,7.0,5.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
45,8102028181226946560,0,仙禽,45,0,0.0,81474.0,2,30,27,2,2,2,3,2,0.0,0,37.0,1.0,1.0,84.0,55.0,61.0,18.0,菲律宾,11.0,19.0,1,0,0,4,5,1,1,2,0,0,0,0,0,1
28,8102028181233762305,0,峨嵋,31,3,0.0,29578.0,0,7,7,0,0,0,0,0,0.0,0,0.0,0.0,1.0,14.0,30.0,36.0,1.0,菲律宾,0.0,0.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
43,8102028181264269312,0,仙禽,43,0,60.0,80519.0,1,34,24,1,1,1,2,1,2430.0,1,38.0,1.0,1.0,73.0,32.0,42.0,2.0,菲律宾,9.0,10.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
31,8102028181288124416,0,峨嵋,36,5,0.0,15772.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,8102028181329477632,0,青城,35,2,0.0,22644.0,0,10,10,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,8102028181358903297,0,峨嵋,28,0,0.0,22905.0,0,11,9,0,0,0,0,0,0.0,0,0.0,0.0,1.0,4.0,85.0,28.0,0.0,菲律宾,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,8102028181370568704,1,仙禽,37,0,0.0,38293.0,1,15,15,0,0,2,0,0,0.0,0,35.0,0.0,1.0,20.0,100.0,47.0,0.0,菲律宾,0.0,0.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
40,8102028181378269184,0,武尊,41,1,0.0,62198.0,2,19,18,1,1,1,2,2,0.0,0,30.0,1.0,1.0,61.0,82.0,478.0,3.0,菲律宾,4.0,26.0,1,0,0,3,2,0,1,2,0,0,0,0,0,1
38,8102028181390786560,0,峨嵋,39,1,60.0,45597.0,1,29,18,0,0,1,2,1,50.0,1,18.0,1.0,1.0,29.0,30.0,28.0,1.0,菲律宾,11.0,19.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
35,8102028181399142400,1,峨嵋,35,0,0.0,30391.0,0,13,13,0,0,0,0,0,550.0,1,0.0,0.0,1.0,11.0,85.0,15.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
1,8102028181399339008,1,青城,1,0,0.0,880.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8102028181408186368,0,峨嵋,44,1,0.0,71859.0,2,22,20,0,1,2,1,1,0.0,0,37.0,1.0,1.0,72.0,50.0,77.0,13.0,菲律宾,3.0,8.0,1,0,0,4,3,1,0,2,0,0,0,0,0,1
40,8102028181411627008,0,青城,40,0,0.0,41323.0,1,21,17,1,1,2,0,1,3060.0,1,39.0,0.0,1.0,23.0,76.0,43.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,8102028181435285504,0,青城,39,0,0.0,48901.0,1,46,20,1,1,1,1,0,1470.0,1,17.0,1.0,1.0,47.0,85.0,17.0,1.0,Others,1.0,14.0,0,0,0,3,0,0,1,2,0,0,0,0,0,1
42,8102028181515862016,0,仙禽,44,2,60.0,57872.0,2,29,20,2,2,2,0,1,7135.0,1,36.0,0.0,1.0,54.0,50.0,20.0,4.0,菲律宾,1.0,10.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
39,8102028181519335424,0,武尊,40,1,0.0,50497.0,2,38,23,0,0,2,0,1,0.0,0,36.0,0.0,1.0,12.0,25.0,34.0,2.0,菲律宾,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,8102028181529755648,1,仙禽,21,0,0.0,8779.0,0,0,0,0,0,0,0,0,100.0,1,0.0,0.0,0.0,0.0,0.0,17.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,8102028181535653888,0,武尊,45,0,0.0,76496.0,2,33,29,1,2,2,1,1,2075.0,1,37.0,1.0,1.0,75.0,68.0,39.0,7.0,菲律宾,4.0,7.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
44,8102028181538963456,0,仙禽,45,1,0.0,98246.0,2,55,29,2,2,2,6,2,0.0,0,21.0,1.0,1.0,87.0,80.0,48.0,13.0,菲律宾,72.0,33.0,1,0,0,4,3,0,1,1,0,0,0,0,0,1
42,8102028181567471616,0,武尊,42,0,60.0,61462.0,2,40,23,2,2,2,0,1,0.0,0,33.0,0.0,1.0,64.0,25.0,20.0,4.0,菲律宾,0.0,2.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
45,8102028181601845248,0,仙禽,45,0,120.0,110449.0,2,34,30,2,3,2,5,2,0.0,0,35.0,1.0,1.0,89.0,60.0,56.0,8.0,菲律宾,48.0,49.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
43,8102028181660139520,0,峨嵋,43,0,0.0,66721.0,2,32,20,2,2,2,2,0,1940.0,1,15.0,1.0,1.0,88.0,25.0,67.0,7.0,菲律宾,8.0,7.0,1,0,0,4,4,1,1,2,0,0,0,0,0,1
41,8102028181662597120,0,峨嵋,42,1,180.0,82037.0,2,27,26,2,2,2,0,3,0.0,0,36.0,0.0,1.0,67.0,34.0,45.0,7.0,菲律宾,0.0,0.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
8,8102028181678522368,1,武尊,16,8,0.0,7908.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,8102028181685141504,0,峨嵋,36,5,0.0,32749.0,0,22,11,0,0,0,1,0,0.0,0,0.0,1.0,1.0,8.0,100.0,21.0,0.0,菲律宾,0.0,7.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
42,8102028181695004672,0,仙禽,42,0,0.0,62099.0,2,39,22,3,2,2,0,1,3915.0,1,37.0,0.0,1.0,70.0,84.0,31.0,5.0,菲律宾,3.0,34.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
31,8102028181699723264,0,百花,33,2,0.0,22105.0,0,0,0,0,0,0,0,0,220.0,1,0.0,0.0,0.0,0.0,0.0,40.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8102028181706178560,1,青城,7,1,0.0,2738.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8102028181748547584,0,青城,43,0,0.0,51047.0,2,23,13,0,0,1,0,2,4520.0,1,36.0,0.0,1.0,31.0,85.0,47.0,1.0,菲律宾,0.0,1.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
17,8102028181779513344,1,仙禽,17,0,0.0,9429.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,8102028181842132992,0,峨嵋,41,0,0.0,59855.0,1,44,26,0,1,2,1,0,7410.0,1,29.0,1.0,1.0,64.0,72.0,106.0,16.0,菲律宾,7.0,11.0,1,0,0,3,5,1,1,1,0,0,0,0,0,1
45,8102028181869789184,0,武尊,45,0,540.0,86213.0,2,39,33,2,2,2,6,2,0.0,0,36.0,1.0,1.0,120.0,82.0,53.0,10.0,菲律宾,25.0,56.0,1,0,0,4,3,0,0,2,0,0,0,0,0,1
42,8102028181882830850,0,峨嵋,43,1,0.0,57374.0,1,24,20,1,2,2,2,1,3165.0,1,37.0,1.0,1.0,39.0,70.0,55.0,1.0,菲律宾,1.0,14.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
45,8102028182007808000,0,峨嵋,45,0,1860.0,106221.0,2,45,26,2,2,2,6,2,6915.0,1,36.0,1.0,1.0,110.0,82.0,44.0,8.0,美国,27.0,30.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
15,8102028182010068992,1,青城,24,9,0.0,11866.0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,28.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,8102028182046507008,1,百花,37,0,0.0,40820.0,0,19,12,1,1,0,0,0,0.0,0,0.0,0.0,1.0,17.0,100.0,53.0,0.0,菲律宾,0.0,0.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
1,8102028182046572544,1,仙禽,1,0,0.0,880.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,8102028182054141952,1,青城,17,2,0.0,7164.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,8102028182077341696,1,峨嵋,37,0,0.0,44424.0,1,13,13,2,2,2,0,0,0.0,0,36.0,0.0,1.0,49.0,100.0,37.0,2.0,菲律宾,0.0,0.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
31,8102028182080684032,0,武尊,35,4,0.0,12520.0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,8102028182087204864,0,峨嵋,44,0,0.0,67987.0,2,35,26,2,2,2,4,2,0.0,0,39.0,1.0,1.0,92.0,44.0,31.0,5.0,Others,17.0,13.0,0,0,0,7,5,2,2,2,0,0,0,0,0,1
35,8102028182118498304,1,仙禽,38,3,0.0,38240.0,0,0,0,0,0,0,1,0,1750.0,1,0.0,1.0,1.0,28.0,85.0,52.0,6.0,菲律宾,1.0,8.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
45,8102028182126723072,0,青城,45,0,60.0,91598.0,2,55,30,2,2,2,4,2,0.0,0,38.0,1.0,1.0,82.0,65.0,60.0,19.0,菲律宾,49.0,36.0,1,0,0,4,4,4,1,1,0,0,0,0,0,1
38,8102028182210314240,0,峨嵋,39,1,0.0,41091.0,1,13,13,1,1,2,2,1,1725.0,1,25.0,1.0,1.0,30.0,68.0,48.0,3.0,菲律宾,8.0,9.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
15,8102028182223486976,0,武尊,25,10,0.0,16710.0,1,0,0,0,0,0,0,0,1150.0,1,25.0,0.0,0.0,0.0,0.0,23.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,8102028182234890240,0,武尊,45,5,0.0,89855.0,2,36,30,2,2,2,4,2,0.0,0,34.0,1.0,1.0,101.0,100.0,39.0,17.0,巴西,19.0,39.0,1,0,0,5,5,4,2,2,0,0,0,0,0,1
5,8102028182240231424,1,峨嵋,18,13,0.0,9386.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8102028182244917248,1,仙禽,1,0,0.0,890.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,8102028182251012096,1,武尊,22,0,0.0,13078.0,0,0,0,0,0,0,0,0,1000.0,1,0.0,0.0,0.0,0.0,0.0,340.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,8102028182266150912,0,武尊,45,1,60.0,89060.0,2,54,30,2,2,3,6,1,0.0,0,38.0,1.0,1.0,93.0,48.0,57.0,6.0,菲律宾,35.0,58.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
28,8102028182274408448,0,仙禽,35,7,0.0,18251.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,3.0,100.0,5.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,8102028182292856832,0,百花,41,3,0.0,51507.0,1,19,17,2,2,2,0,0,1250.0,1,38.0,0.0,1.0,47.0,80.0,13.0,6.0,菲律宾,1.0,3.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
14,8102028182341156864,1,峨嵋,27,13,0.0,19298.0,0,0,0,0,0,0,0,0,550.0,1,0.0,0.0,1.0,4.0,100.0,10.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
26,8102028182361473024,1,青城,26,0,0.0,15692.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,8102028182370516992,0,百花,27,1,0.0,14990.0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8102028182412754944,1,百花,1,0,0.0,880.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8102028182433300480,1,武尊,1,0,0.0,880.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,8102028182461546496,0,武尊,28,1,0.0,12146.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,8102028182538846208,1,峨嵋,39,0,60.0,49607.0,2,27,16,2,0,2,2,0,1870.0,1,26.0,1.0,1.0,50.0,85.0,58.0,7.0,菲律宾,2.0,16.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
35,8102028182541467649,1,青城,40,5,0.0,41546.0,1,21,10,0,0,1,0,0,0.0,0,38.0,0.0,1.0,31.0,100.0,349.0,0.0,菲律宾,0.0,5.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
43,8102028182549594112,0,仙禽,43,0,60.0,71755.0,2,34,19,0,0,1,4,1,0.0,0,36.0,1.0,1.0,74.0,84.0,42.0,9.0,菲律宾,31.0,23.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
18,8102028182600450048,0,青城,33,15,0.0,14102.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,8102028182605955072,0,百花,44,0,0.0,81982.0,2,29,26,2,2,3,2,1,0.0,0,29.0,1.0,1.0,64.0,34.0,60.0,15.0,菲律宾,15.0,15.0,1,0,0,4,3,0,1,2,0,0,0,0,0,1
25,8102028182607331328,0,青城,28,3,60.0,32037.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,6.0,87.0,8.0,0.0,菲律宾,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8102028182627418112,1,百花,4,0,0.0,1600.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,8102028182639476736,0,峨嵋,30,0,0.0,11038.0,1,0,0,0,0,0,0,0,0.0,0,29.0,0.0,0.0,0.0,0.0,3.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,8102028182669328384,1,仙禽,31,6,0.0,14730.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,3.0,100.0,14.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,8102028182682632192,0,百花,38,1,0.0,40585.0,2,21,17,1,1,1,1,1,4745.0,1,25.0,1.0,1.0,17.0,89.0,65.0,0.0,菲律宾,1.0,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
44,8102028182716940288,0,武尊,44,0,60.0,83037.0,2,45,26,1,1,2,4,1,0.0,0,37.0,1.0,1.0,76.0,64.0,32.0,7.0,菲律宾,21.0,33.0,1,0,0,3,2,0,1,2,0,0,0,0,0,1
